Trajectories
100
,,Edgar Vergara:LASI,,,Edgar Vergara:RASI,,,Edgar Vergara:LPSI,,,Edgar Vergara:RPSI,,,Edgar Vergara:Placa PI1,,,Edgar Vergara:Placa PI2,,,Edgar Vergara:Placa PI3,,,Edgar Vergara:Placa PI4,,,Edgar Vergara:Placa PD1,,,Edgar Vergara:Placa PD2,,,Edgar Vergara:Placa PD3,,,Edgar Vergara:Placa PD4,,,Edgar Vergara:Placa MI1,,,Edgar Vergara:Placa MI2,,,Edgar Vergara:Placa MI3,,,Edgar Vergara:Placa MI4,,,Edgar Vergara:Placa MD1,,,Edgar Vergara:Placa MD2,,,Edgar Vergara:Placa MD3,,,Edgar Vergara:Placa MD4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
226,0,-24.3762,215.982,918.56,198.838,232.499,918.657,56.4794,53.3249,962.754,138.593,58.922,960.074,,,,,,,,,,,,,,,,,,,,,,,,,-64.5288,141.92,913.806,-77.9204,184.862,630.516,-57.5027,190.178,477.857,-70.4554,155.987,315.717,249.016,174.523,936.861,263.494,204.376,624.915,245.816,182.983,486.584,265.053,155.397,334.497
227,0,-24.9808,215.897,918.315,198.337,231.87,918.736,55.4328,53.1803,963.456,137.818,58.8927,960.833,,,,,,,,,,,,,,,,,,,,,,,,,-65.0155,141.868,913.977,-78.2276,184.356,630.412,-57.4469,189.553,477.821,-70.5183,155.484,315.718,248.098,174.001,937.39,263.438,205.038,625.304,245.569,184.751,486.732,265.283,156.572,334.853
228,0,-25.5493,216.043,917.733,197.837,231.314,918.809,54.3134,53.424,963.962,136.663,58.8641,961.71,,,,,,,,,,,,,,,,,,,,,,,,,-65.5408,141.956,913.952,-78.4624,183.671,630.206,-57.7231,189.079,477.617,-70.7045,155.09,315.416,247.697,173.57,938.124,263.471,205.578,625.625,245.552,186.143,487.14,264.901,157.999,335.477
229,0,-26.1923,216.305,917.005,197.139,230.499,918.676,53.1526,53.2025,964.527,135.561,58.511,962.318,,,,,,,,,,,,,,,,,,,,,,,,,-66.7589,142.418,913.559,-78.805,182.982,629.965,-58.0284,188.445,477.439,-70.708,154.824,315.126,246.805,172.996,938.326,263.638,205.997,625.907,245.714,187.498,487.464,265.25,159.052,336.111
230,0,-26.6419,216.424,916.347,196.427,229.83,918.837,51.6551,53.3234,965.037,134.046,58.042,963.187,,,,,,,,,,,,,,,,,,,,,,,,,-67.1627,142.649,913.653,-78.886,182.486,629.71,-58.2404,187.813,476.719,-70.5627,154.764,314.773,246.024,172.005,939.186,263.841,206.341,626.13,245.88,189.037,487.925,265.297,160.205,336.707
231,0,-27.6737,216.815,915.237,195.849,228.896,918.687,49.8476,53.5899,965.289,132.569,57.8148,963.588,,,,,,,,,,,,,,,,,,,,,,,,,-68.1106,143.011,913.046,-78.9616,181.96,629.11,-58.0715,187.49,476.288,-70.5105,155.008,314.361,244.944,171.149,939.343,264.019,206.647,626.552,245.487,190.351,487.956,265.24,161.05,337.07
232,0,-27.7484,217.086,913.769,195.221,228.117,918.581,48.3472,53.5257,965.624,130.801,57.3723,964.171,,,,,,,,,,,,,,,,,,,,,,,,,-68.983,143.428,912.498,-79.3066,181.596,628.251,-57.9478,187.338,476.223,-70.4337,155.379,313.898,244.077,170.181,939.895,264.105,206.834,626.915,245.643,191.415,488.335,265.064,162.217,337.585
233,0,-28.0516,217.269,912.543,194.739,227.279,918.339,46.9535,53.9545,965.317,129.523,56.9146,964.616,,,,,,,,,,,,,,,,,,,,,,,,,-69.9059,143.814,911.951,-79.7029,181.654,627.792,-58.0237,187.284,475.993,-70.5894,155.547,313.442,243.156,169.082,940.136,264.275,206.996,627.257,245.775,192.663,489.119,265.157,163.068,338.293
234,0,-28.3317,217.597,911.729,194.045,226.432,918.265,45.3511,53.6293,966.023,127.878,56.5908,965.162,,,,,,,,,,,,,,,,,,,,,,,,,-70.591,144.081,911.133,-80.1031,181.825,627.466,-58.1218,187.285,475.779,-70.6255,155.68,313.167,242.449,168.255,940.807,264.342,207.144,627.64,245.983,193.634,489.598,265.197,164.043,339.087
235,0,-28.7734,217.849,910.841,193.668,225.722,918.302,43.8559,53.7377,966.227,126.414,56.2521,965.357,,,,,,,,,,,,,,,,,,,,,,,,,-71.2302,144.321,910.552,-80.3952,182.131,627.404,-58.2305,187.238,475.682,-70.6047,155.765,312.756,241.455,167.148,941.018,264.46,207.293,628.324,245.718,194.564,490.068,265.418,165.04,339.889
236,0,-29.3251,218.077,910.293,193.059,224.807,918.37,42.4348,53.7859,966.563,125.079,55.7534,965.952,,,,,,,,,,,,,,,,,,,,,,,,,-71.998,144.67,910.35,-80.8111,182.434,627.347,-58.3801,187.268,475.552,-70.7037,155.891,312.199,240.704,166.221,941.423,264.517,207.578,628.987,245.578,195.488,490.483,265.599,165.636,340.494
237,0,-29.9636,218.21,910.027,192.474,224.066,918.522,41.2154,53.6793,966.768,123.782,55.4667,966.319,,,,,,,,,,,,,,,,,,,,,,,,,-73.0413,144.81,910.152,-81.1469,182.913,627.365,-58.4775,187.34,475.415,-70.2315,156.176,311.936,239.831,165.281,941.445,264.675,207.996,629.654,245.332,196.521,491.047,265.458,166.163,341.387
238,0,-30.6276,218.482,909.782,191.865,223.341,918.845,39.7602,53.845,967.002,122.329,55.1806,966.969,,,,,,,,,,,,,,,,,,,,,,,,,-73.9137,145.112,909.926,-81.568,183.253,627.175,-58.3361,187.637,475.334,-69.5651,156.593,311.876,239.017,164.568,942.358,264.659,208.294,630.28,245.434,197.353,491.653,265.627,166.807,342.28
239,0,-31.246,218.566,909.389,191.32,222.6,919.087,38.5693,53.9515,967.399,121.039,54.8659,967.271,,,,,,,,,,,,,,,,,,,,,,,,,-74.5796,145.374,909.855,-81.8243,183.575,626.998,-58.0186,187.992,475.362,-68.886,157.112,311.705,238.235,163.834,942.701,264.817,208.544,630.791,245.622,198.055,492.346,265.923,167.185,342.848
240,0,-31.6527,218.579,909.034,190.676,222.166,919.425,37.1627,53.9592,967.71,119.707,54.6171,967.943,,,,,,,,,,,,,,,,,,,,,,,,,-75.2482,145.781,910.034,-82.0928,183.939,626.867,-57.8695,188.506,475.03,-68.4766,157.517,311.396,237.099,163.254,943.349,264.862,208.728,631.396,245.521,198.581,492.838,266.191,167.519,343.517
241,0,-32.5041,218.987,908.787,189.927,221.657,919.777,,,,118.428,54.6064,968.418,,,,,,,,,,,,,,,,,,,,,,,,,-76.2907,146.353,909.653,-82.1639,184.253,626.711,-57.844,188.832,474.669,-68.4087,157.844,311.036,236.058,162.742,944.118,264.493,208.839,632.136,245.402,199.042,493.483,266.269,167.849,344.405
242,0,-33.4354,219.483,908.567,189.079,221.194,920.15,34.4109,54.2938,968.086,116.859,54.482,968.828,,,,,,,,,,,,,,,,,,,,,,,,,-77.0157,146.713,909.168,-82.4194,184.358,626.411,-57.698,188.977,474.591,-68.3973,158.233,310.472,235.217,162.163,944.702,264.25,208.703,633.141,245.239,199.52,494.331,266.233,168.319,345.455
243,0,-34.081,219.892,908.238,188.305,220.889,920.73,32.8617,54.7762,968.356,115.563,54.2668,969.251,,,,,,,,,,,,,,,,,,,,,,,,,-77.9189,147.325,908.918,-82.6652,184.48,626.035,-57.6921,189.336,474.348,-70.0382,158.773,308.615,234.059,161.997,945.509,263.889,208.712,633.631,244.812,200.119,494.827,266.034,168.577,346.267
244,0,-34.7338,220.206,907.935,187.567,220.735,921.179,31.5173,55.0877,968.595,114.289,54.4375,969.634,,,,,,,,,,,,,,,,,,,,,,,,,-78.898,147.833,908.764,-83.0076,184.662,625.702,-57.8103,189.766,474.15,-69.9571,159.321,308.378,233.293,161.716,946.141,263.419,208.776,634.063,244.38,200.85,495.231,266.079,168.385,346.795
245,0,-35.8611,220.942,907.84,186.7,220.448,921.106,30.2161,55.3759,968.517,112.82,54.5698,969.951,,,,,,,,,,,,,,,,,,,,,,,,,-79.9861,148.153,908.126,-83.3961,184.947,625.465,-58.0758,190.258,474.057,-69.898,159.824,308.11,232.076,161.579,946.835,262.818,208.971,634.534,243.915,201.718,495.869,265.456,168.07,347.782
246,0,-36.6108,221.378,907.823,185.878,220.482,921.454,29.0328,55.7483,968.661,111.822,54.6415,970.088,,,,,,,,,,,,,,,,,,,,,,,,,-80.6864,148.63,907.914,-83.6751,185.275,625.267,-58.3587,190.935,473.908,-70.053,160.22,308.019,231.227,161.341,947.158,262.104,209.484,635.267,243.529,202.436,496.599,265.173,167.559,348.804
247,0,-37.1164,221.728,907.641,184.965,220.502,921.988,28.1233,56.0282,968.301,110.416,54.9032,970.516,,,,,,,,,,,,,,,,,,,,,,,,,-81.4537,149.182,907.965,-84.1158,185.803,625.158,-58.7738,191.551,473.957,-69.9579,160.768,308.017,230.359,161.256,947.371,261.151,209.959,635.937,243.143,203.265,497.091,264.606,166.872,349.759
248,0,-38.0571,222.291,907.304,184.321,220.478,922.293,26.7919,56.6999,968.639,109.313,55.2785,970.657,,,,,,,,,,,,,,,,,,,,,,,,,-82.3489,149.716,907.572,-84.6991,186.665,625.159,-58.894,192.099,473.71,-69.8572,161.451,307.771,229.445,161.398,948.054,260.127,210.574,636.715,242.707,203.929,497.447,263.626,165.899,350.691
249,0,-38.6199,223.187,907.76,183.463,220.638,922.931,25.6829,57.1406,968.82,108.318,55.4752,970.951,,,,,,,,,,,,,,,,,,,,,,,,,-83.1996,150.306,907.492,-85.3092,187.425,625.158,-58.9865,192.79,473.7,-69.6095,162.176,308.117,228.74,161.347,948.548,258.74,211.778,637.222,242.034,204.61,497.783,263.304,164.786,351.441
250,0,,,,182.712,220.68,923.055,24.6351,57.5612,968.468,107.043,55.8337,971.317,,,,,,,,,,,,,,,,,,,,,,,,,-83.8074,150.974,907.622,-85.6263,188,624.879,-59.3163,193.45,473.831,-69.6667,162.67,308.031,227.623,161.565,949.18,257.746,212.571,637.691,241.511,205.087,498.238,262.229,163.462,352.175
251,0,,,,181.798,220.713,922.849,23.4098,58.2826,968.821,105.983,56.2377,971.392,,,,,,,,,,,,,,,,,,,,,,,,,-84.6204,151.586,907.452,-86.0572,188.64,624.647,-59.8898,193.959,473.476,-69.8386,162.959,307.856,226.709,161.767,949.476,256.487,213.642,638.214,241.098,205.402,498.643,261.469,162.381,353.242
252,0,-40.486,224.975,907.448,180.953,221.015,922.991,22.2016,58.8074,968.847,104.948,56.5169,971.633,,,,,,,,,,,,,,,,,,,,,,,,,-85.5102,152.555,907.411,-86.7377,189.359,624.515,-59.9521,194.405,473.422,-70.16,163.256,307.752,226.089,161.912,949.657,255.095,214.547,638.836,240.713,205.747,498.944,260.668,160.793,353.902
253,0,-41.0397,225.642,907.059,180.267,221.168,923.064,21.0564,59.3969,968.845,103.61,57.0716,971.927,,,,,,,,,,,,,,,,,,,,,,,,,-86.3325,153.271,907.312,-87.2115,189.92,624.402,-60.3146,194.852,473.231,-70.5016,163.575,307.49,225.108,162.215,950.087,254.165,215.127,639.267,240.348,205.888,499.025,259.802,159.404,354.666
254,0,-41.5298,226.089,906.672,179.573,221.339,923.134,20.0573,59.8427,968.841,102.646,57.5,972.093,,,,,,,,,,,,,,,,,,,,,,,,,-87.0576,154.067,907.087,-87.5429,190.458,624.105,-60.6692,195.134,472.853,-70.6254,163.854,307.18,224.118,162.542,950.248,252.918,215.813,639.479,239.531,206.274,499.103,258.816,157.896,355.299
255,0,,,,178.732,221.644,923.104,18.8299,60.7888,969.151,101.61,57.9594,972.379,,,,,,,,,,,,,,,,,,,,,,,,,-87.9922,155.065,906.953,-87.6944,190.875,623.872,-60.7289,195.376,472.702,-70.6222,164.051,307.222,223.287,162.85,950.461,251.886,216.323,639.614,238.694,206.559,499.327,258.01,156.343,356.024
256,0,-43.2387,227.954,906.371,177.856,222.066,923.193,17.7452,61.3698,969.352,100.465,58.5065,972.619,,,,,,,,,,,,,,,,,,,,,,,,,-88.9918,155.726,906.702,-88.0536,191.212,623.653,-60.7257,195.518,472.598,-70.6418,164.206,306.739,222.353,163.149,950.651,251.23,216.456,639.683,238.17,206.483,499.536,256.775,154.916,357.021
257,0,-43.729,228.184,905.996,177.102,222.282,923.251,16.6122,62.0446,969.337,99.5656,58.7435,972.685,,,,,,,,,,,,,,,,,,,,,,,,,-89.6103,156.556,906.737,-88.5297,191.722,623.372,-60.9833,195.606,472.356,-70.7936,164.284,306.454,221.796,163.358,950.683,249.931,216.634,639.65,237.601,206.514,499.523,256.028,153.421,357.753
258,0,-44.2332,228.813,905.771,176.416,222.281,923.163,15.3,62.842,969.143,98.3554,59.2683,972.943,,,,,,,,,,,,,,,,,,,,,,,,,-90.6813,157.496,906.432,-89.1642,192.178,623.189,-61.042,195.707,472.23,-70.8599,164.335,306.195,221.295,163.82,951.136,248.971,216.784,639.691,236.762,206.583,499.699,254.66,151.882,358.653
259,0,-45.3919,229.768,906.071,175.727,222.431,923.213,14.1643,63.467,969.302,97.2456,59.7822,973.242,,,,,,,,,,,,,,,,,,,,,,,,,-91.4194,158.136,906.303,-89.7599,192.536,623.039,-61.2185,195.72,472.153,-71.0031,164.315,305.857,220.37,164.108,951.405,248.291,216.756,639.633,235.689,206.412,499.675,253.952,150.486,359.348
260,0,-46.0149,230.325,905.801,174.921,222.769,923.251,13.051,64.1784,969.301,96.3322,59.9978,973.247,,,,,,,,,,,,,,,,,,,,,,,,,-92.0162,158.997,906.36,-89.982,192.92,622.952,-61.5071,195.749,471.958,-71.2868,164.32,305.611,219.5,164.258,951.708,247.323,216.639,639.945,234.847,206.213,499.593,252.798,149.132,360.073
261,0,-46.5799,231.024,905.617,174.073,223.082,923.456,12.0047,65.0691,969.176,95.25,60.5848,973.397,,,,,,,,,,,,,,,,,,,,,,,,,-92.7871,159.818,906.172,-90.5303,193.248,622.818,-62.6303,196.061,471.482,-71.5259,164.467,305.73,218.653,164.33,951.783,246.155,216.661,640.156,234.074,205.966,499.939,251.863,147.535,360.836
262,0,-47.2232,231.799,905.565,173.532,223.157,923.488,10.8635,65.7475,969.178,94.1737,60.975,973.679,,,,,,,,,,,,,,,,,,,,,,,,,-93.5825,160.522,906.005,-91.2438,193.71,622.734,-65.8066,196.679,470.021,-72.0894,164.651,305.537,217.884,164.347,951.943,245.208,216.664,640.108,233.189,205.846,500.316,250.824,146.321,361.6
263,0,-47.8682,232.406,905.555,173.046,223.222,923.549,9.71624,66.4103,969.14,93.3875,61.1116,973.853,,,,,,,,,,,,,,,,,,,,,,,,,-94.2631,161.116,906.118,-91.9808,194.187,622.882,-66.5373,196.976,470.047,-72.39,164.848,305.719,216.86,164.249,951.502,244.456,216.75,640.211,232.365,205.962,500.601,249.989,144.905,362.515
264,0,-48.4196,232.953,905.591,172.659,223.333,923.648,8.7941,67.0594,969.284,92.3489,61.641,973.883,,,,,,,,,,,,,,,,,,,,,,,,,-94.9537,161.933,905.998,-92.5043,194.658,623.13,-65.3279,196.934,471.132,-72.961,164.888,305.669,216.415,164.606,952.221,243.807,216.703,640.235,231.494,205.627,500.567,248.675,143.509,362.949
265,0,-48.9687,233.406,905.612,172.298,223.636,923.697,8.04774,67.3837,969.414,91.3826,62.014,974.114,,,,,,,,,,,,,,,,,,,,,,,,,-95.7456,162.568,906.059,-93.0002,194.943,623.186,-67.8774,197.057,469.781,-73.38,164.889,305.761,215.888,164.625,952.38,243.161,216.639,640.282,230.91,205.031,500.425,248.137,142.147,363.579
266,0,-49.5521,233.89,905.625,172.012,224.165,923.91,7.05587,67.9256,969.714,90.5799,62.1863,974.291,,,,,,,,,,,,,,,,,,,,,,,,,-96.0447,162.976,906.384,-93.6074,195.2,623.133,-65.7472,196.77,471.357,-73.8786,164.798,305.877,215.006,164.386,951.866,242.66,216.416,640.222,230.334,204.697,500.398,247.004,140.836,364.118
267,0,-50.1975,234.368,905.587,171.148,224.163,923.442,6.85624,67.7972,970.536,89.7395,62.5108,974.368,,,,,,,,,,,,,,,,,,,,,,,,,-96.7148,163.394,906.445,-94.2821,195.33,623.172,-67.6342,196.907,470.499,-74.5696,164.608,305.731,214.286,164.513,952.039,242.238,216.003,640.085,229.769,204.388,500.425,246.032,139.544,364.648
268,0,-50.8716,234.64,905.485,169.703,223.768,923.384,5.77728,68.5841,970.113,88.7986,63.0287,974.334,,,,,,,,,,,,,,,,,,,,,,,,,-97.4008,163.798,906.578,-94.9695,195.352,623.206,-68.3198,196.815,470.4,-75.2102,164.288,306.192,213.909,164.896,952.486,241.727,215.557,640.045,229.037,203.875,500.381,245.482,138.271,365.231
269,0,-51.3376,234.855,905.414,169.451,224.034,923.682,5.15768,68.9708,970.113,88.0758,63.3004,974.533,,,,,,,,,,,,,,,,,,,,,,,,,-97.9613,164.179,906.563,-95.602,195.239,623.208,-70.121,196.594,469.281,-76.2264,163.892,306.175,212.797,164.749,952.078,241.524,215.109,639.999,228.195,203.313,500.493,244.222,136.927,365.704
270,0,-51.8975,235.121,905.224,168.986,224.302,923.761,4.3236,69.5188,970.39,87.5248,63.5693,974.9,,,,,,,,,,,,,,,,,,,,,,,,,-97.9113,164.384,907.267,-96.2884,195.061,623.298,-68.1954,196.131,471.938,-77.4607,163.578,305.911,212.081,165.02,952.245,241.308,214.81,640.057,227.68,202.854,500.564,243.608,136,366.257
271,0,-52.4348,235.456,905.178,168.427,224.553,923.652,3.64411,69.8874,970.463,86.9146,63.9458,975.104,,,,,,,,,,,,,,,,,,,,,,,,,-98.5748,164.679,907.251,-97.0501,194.866,623.422,,,,-78.4011,163.321,306.024,211.828,165.222,952.021,241.061,214.474,639.917,227.255,202.455,500.777,242.635,134.653,366.922
272,0,-53.1103,235.644,904.905,167.684,224.894,923.578,3.04607,70.1097,970.704,86.5418,64.3946,975.306,,,,,,,,,,,,,,,,,,,,,,,,,-99.4464,164.702,906.833,-97.8819,194.749,623.583,-71.0505,195.606,471.007,-78.9144,163.242,306.523,211.165,165.693,952.203,241.05,214.148,639.805,226.687,201.937,500.849,241.883,133.555,367.38
273,0,-53.5788,235.744,904.782,167.07,225.114,923.46,2.97249,70.2781,970.342,86.0032,64.7685,975.458,,,,,,,,,,,,,,,,,,,,,,,,,-100.199,164.669,906.433,-98.6633,194.543,623.724,-70.1794,195.379,472.384,-78.0579,163.222,307.977,210.661,166.303,952.644,240.879,213.764,639.689,226.093,201.36,500.69,241.237,132.34,367.409
274,0,-54.1292,235.683,904.787,166.525,225.372,923.419,2.09767,70.6609,970.864,85.5446,65.025,975.7,,,,,,,,,,,,,,,,,,,,,,,,,-100.466,164.736,906.578,-99.3073,194.214,623.857,-71.0483,195.38,472.518,-81.1887,162.822,305.844,210.427,166.63,952.625,240.864,213.473,639.446,225.623,200.862,500.541,240.146,131.41,367.971
275,0,-54.6642,235.67,904.761,166.115,225.583,923.302,1.97527,70.7267,971.02,85.204,65.3236,975.99,,,,,,,,,,,,,,,,,,,,,,,,,-100.816,164.655,906.6,-100.1,194.137,623.853,-72.1648,195.382,472.534,-81.812,162.747,306.16,209.895,167.115,952.677,240.69,213.154,639.393,225.308,200.345,500.515,239.529,130.161,368.504
276,0,-55.1926,235.558,904.653,165.592,225.887,923.15,1.59109,70.835,971.113,84.9926,65.5417,976.289,,,,,,,,,,,,,,,,,,,,,,,,,-101.221,164.449,906.584,-100.748,194.052,624.036,-72.8764,195.471,472.501,-80.9226,162.701,307.914,209.602,167.548,952.648,240.581,212.776,639.133,224.946,199.907,500.637,238.948,129.258,368.783
277,0,-55.7641,235.573,904.634,164.931,226.216,922.993,1.24977,70.9801,971.219,84.7986,65.7041,976.582,,,,,,,,,,,,,,,,,,,,,,,,,-101.596,164.209,906.566,-101.491,193.977,624.154,-73.4112,195.611,472.444,-82.4469,162.594,307.527,209.383,168.001,952.633,240.424,212.43,638.936,224.264,199.52,500.615,238.096,128.001,368.763
278,0,-56.2239,235.39,904.411,164.361,226.477,922.811,0.843319,71.1907,971.197,84.5579,65.8563,976.666,,,,,,,,,,,,,,,,,,,,,,,,,-101.913,164.026,906.456,-102.341,193.789,624.149,-74.4213,195.829,472.421,-81.2846,162.724,309.064,208.618,168.428,952.752,240.513,212.042,638.63,223.659,198.799,500.558,237.474,127.259,369.308
279,0,-56.6041,235.164,904.226,164.043,226.702,922.678,0.399304,71.4599,971.167,84.1575,66.1501,976.631,,,,,,,,,,,,,,,,,,,,,,,,,-102.289,163.807,906.357,-103.156,193.659,624.285,-75.4232,196.089,472.514,-85.1348,162.551,306.488,208.312,168.773,952.665,240.306,211.524,638.382,222.723,198.532,500.534,236.7,125.753,369.476
280,0,-57.0603,234.936,904.003,163.653,226.969,922.432,0.457203,71.5718,970.618,83.9612,66.4268,976.728,,,,,,,,,,,,,,,,,,,,,,,,,-102.371,163.604,906.492,-103.838,193.526,624.391,-76.3801,196.254,472.588,-85.6199,162.565,307.065,208.062,169.113,952.538,240.286,211.057,638.015,222.755,197.628,500.444,236.155,124.657,369.633
281,0,-57.4962,234.701,903.752,163.481,227.184,922.199,0.302032,71.6523,970.722,83.8102,66.7101,976.832,,,,,,,,,,,,,,,,,,,,,,,,,-102.769,163.373,906.174,-104.538,193.34,624.348,-76.9048,196.175,472.567,-86.1302,162.478,307.397,207.92,169.463,952.288,240.04,210.666,637.803,222.273,196.817,500.104,235.397,123.404,369.715
282,0,-57.8422,234.537,903.567,163.164,227.467,921.995,0.355531,71.7063,971.133,83.8233,66.9783,977.087,,,,,,,,,,,,,,,,,,,,,,,,,-102.935,163.078,906.161,-105.06,193.059,624.404,-77.4823,196.092,472.487,-84.5447,162.359,309.273,207.499,169.892,952.034,239.807,210.212,637.461,221.533,195.921,499.875,234.752,121.975,370.015
283,0,-58.1903,234.336,903.376,162.896,227.684,921.88,0.276295,71.7668,971.94,83.7209,67.2259,977.308,,,,,,,,,,,,,,,,,,,,,,,,,-102.98,162.819,906.123,-105.561,192.679,624.509,-78.3669,196.156,472.517,-84.9004,162.251,309.683,207.192,170.211,951.978,239.365,209.741,637.071,221.173,195.064,499.705,233.731,120.679,370.465
284,0,-58.4904,234.139,903.229,162.509,227.96,921.494,0.267976,71.8288,972.191,83.7444,67.5755,977.349,,,,,,,,,,,,,,,,,,,,,,,,,-102.981,162.524,906.258,-106.102,192.254,624.485,-78.9826,196.218,472.612,-85.2386,162.193,309.716,206.93,170.609,951.719,238.934,209.163,636.883,220.797,194.038,499.438,233.484,118.62,370.405
285,0,-58.8316,233.996,903.063,162.012,228.351,921.07,0.51573,71.875,972.528,83.6913,67.9656,977.466,,,,,,,,,,,,,,,,,,,,,,,,,-103.075,162.207,906.161,-106.591,191.886,624.525,-79.5671,196.202,472.752,-85.5526,162.112,309.744,206.899,171.056,951.499,238.684,208.669,636.641,220.246,192.852,499.028,233.006,116.965,370.339
286,0,-59.0173,233.979,902.949,161.592,228.715,920.733,0.997069,71.7124,973.159,83.6689,68.2452,977.604,,,,,,,,,,,,,,,,,,,,,,,,,-103.246,161.973,906.096,-107.181,191.489,624.461,-80.2045,196.11,472.754,-86.5428,161.882,309.247,206.907,171.5,951.211,238.458,208.152,636.291,219.89,191.591,498.801,232.247,115.137,370.614
287,0,-59.2385,233.752,902.787,161.39,229.1,920.465,0.970874,71.8356,973.37,83.6656,68.5746,977.737,,,,,,,,,,,,,,,,,,,,,,,,,-103.378,161.803,905.908,-107.645,191.255,624.531,-80.8483,196.037,472.746,-88.936,161.526,307.358,206.377,172.176,951.199,238.126,207.417,636.064,219.584,190.414,498.746,231.485,113.377,371.044
288,0,-59.4304,233.57,902.651,161.35,229.408,920.41,0.869217,72.0043,973.492,83.8492,68.8891,978.097,,,,,,,,,,,,,,,,,,,,,,,,,-103.537,161.659,905.79,-108.093,190.95,624.615,-81.058,195.925,473.035,-86.822,161.425,310.078,206.071,172.73,951.161,237.895,206.676,635.673,219.143,188.861,498.327,230.752,111.07,371.132
289,0,-59.5883,233.429,902.409,161.358,229.681,920.081,1.06077,72.08,973.813,84.0816,69.2773,978.408,,,,,,,,,,,,,,,,,,,,,,,,,-103.454,161.488,905.877,-108.455,190.752,624.803,-81.3858,195.877,473.156,-88.7459,161.31,308.686,206.01,173.187,951.082,237.54,206.084,635.318,218.493,187.991,498.695,230.37,108.862,371.706
290,0,-59.808,233.159,902.193,161.233,230.018,919.734,0.764078,72.3918,973.906,84.6623,69.6378,979.118,,,,,,,,,,,,,,,,,,,,,,,,,-103.686,161.347,905.854,-108.855,190.523,624.904,-81.7517,195.935,473.23,-88.0002,161.378,309.693,205.841,173.545,950.931,237.41,205.373,635.155,218.194,186.254,498.222,229.25,106.707,372.203
291,0,-59.9613,232.934,901.973,161.081,230.337,919.404,0.928488,72.6017,974.442,84.6709,69.935,979.357,,,,,,,,,,,,,,,,,,,,,,,,,-103.845,161.068,905.896,-109.132,190.377,624.958,-82.3004,196.046,473.282,-87.816,161.401,310.248,205.705,173.959,950.784,237.146,204.464,634.935,217.504,184.729,498.242,228.754,104.361,372.088
292,0,-60.0753,232.685,901.806,160.9,230.557,919.167,1.63895,72.4455,975.199,84.6779,70.192,979.659,,,,,,,,,,,,,,,,,,,,,,,,,-103.653,160.744,906.238,-109.456,190.273,625.097,-82.6146,196.259,473.504,-87.8671,161.539,310.465,205.607,174.377,950.647,236.972,203.508,634.681,217.147,183.368,497.919,228.27,101.979,372.829
293,0,-60.4417,232.402,901.347,160.676,230.744,918.956,1.81925,72.5274,975.621,84.6836,70.4829,980.012,,,,,,,,,,,,,,,,,,,,,,,,,-103.545,160.451,906.496,-109.757,190.308,625.312,-82.9746,196.594,473.599,-88.101,161.799,310.437,205.578,174.704,950.491,236.647,202.507,634.356,216.552,181.603,497.766,227.662,99.5015,373.079
294,0,-60.5507,232.267,901.197,160.576,230.868,918.701,1.7604,72.6656,975.914,84.7409,70.7591,980.384,,,,,,,,,,,,,,,,,,,,,,,,,-103.586,160.209,906.605,-109.916,190.337,625.361,-83.0151,197.025,473.817,-88.5486,162.13,310.016,205.584,175.011,950.341,236.384,201.705,634.287,216.455,180.065,497.67,227.078,97.0437,373.63
295,0,-60.771,232.132,901.097,160.345,231.005,918.488,1.39782,73.0427,975.906,84.888,71.0305,980.837,,,,,,,,,,,,,,,,,,,,,,,,,-103.689,159.984,906.631,-109.976,190.383,625.382,-82.8847,197.401,473.903,-87.2887,162.378,310.715,205.458,175.273,950.279,236.136,200.59,634.037,215.747,178.439,497.653,226.182,94.625,374.159
