Trajectories
100
,,Edgar Vergara:LASI,,,Edgar Vergara:RASI,,,Edgar Vergara:LPSI,,,Edgar Vergara:RPSI,,,Edgar Vergara:Placa PI1,,,Edgar Vergara:Placa PI2,,,Edgar Vergara:Placa PI3,,,Edgar Vergara:Placa PI4,,,Edgar Vergara:Placa PD1,,,Edgar Vergara:Placa PD2,,,Edgar Vergara:Placa PD3,,,Edgar Vergara:Placa PD4,,,Edgar Vergara:Placa MI1,,,Edgar Vergara:Placa MI2,,,Edgar Vergara:Placa MI3,,,Edgar Vergara:Placa MI4,,,Edgar Vergara:Placa MD1,,,Edgar Vergara:Placa MD2,,,Edgar Vergara:Placa MD3,,,Edgar Vergara:Placa MD4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
445,0,-58.4624,216.928,882.788,162.342,216.511,893.065,6.88694,78.4629,995.613,90.2769,78.5493,995.577,,,,,,,,,,,,,,,,,,,,,,,,,-103.457,152.889,909.381,-110.027,162.673,626.687,-77.2286,166.286,476.42,-79.9602,142.041,312.735,207.702,171.425,936.554,230.607,120.154,621.008,203.181,66.2375,505.675,195.765,-60.7126,523.144
446,0,-58.2024,216.114,882.252,162.46,215.726,893.004,6.37752,78.0708,995.601,89.9917,77.9301,995.745,,,,,,,,,,,,,,,,,,,,,,,,,-102.978,152.263,909.592,-110.063,162.097,626.579,-77.2328,165.871,476.433,-79.8242,141.754,312.582,207.796,170.412,936.591,231.078,118.293,621.2,203.175,63.8573,505.908,196.042,-62.9771,524.263
447,0,-57.8971,215.348,881.627,162.268,214.423,892.685,6.29507,77.3719,995.955,89.6885,77.4014,995.956,,,,,,,,,,,,,,,,,,,,,,,,,-102.958,151.572,909.122,-110.037,161.489,626.503,-77.0309,165.508,476.576,-79.9897,141.248,312.467,207.578,169.48,936.604,230.608,116.142,621.045,203.41,61.3548,506.338,196.113,-65.5222,524.691
448,0,-57.862,214.451,881.58,162.73,213.396,892.63,6.12862,77.0512,996.05,89.5454,76.7209,996.099,,,,,,,,,,,,,,,,,,,,,,,,,-102.845,151.167,909.049,-110.115,161.035,626.5,-76.9801,165.236,476.699,-79.8905,141.08,312.666,207.574,168.343,936.512,231.418,113.86,621.552,203.631,59.0782,506.671,196.171,-67.6516,525.679
449,0,-57.8463,213.637,880.861,163.182,212.274,892.384,6.28758,76.4391,996.242,89.5554,76.0247,996.303,,,,,,,,,,,,,,,,,,,,,,,,,-102.719,150.668,909.205,-110.07,160.649,626.604,-76.9757,164.966,476.919,-79.9703,140.936,312.539,207.666,167.297,936.503,231.197,111.987,621.739,203.383,56.6992,506.726,195.373,-69.916,526.454
450,0,-57.7745,212.726,880.757,163.029,211.011,892.158,5.9909,75.9627,996.282,89.4037,75.4253,996.544,,,,,,,,,,,,,,,,,,,,,,,,,-102.491,149.877,909.349,-110.145,160.299,626.811,-76.7428,164.655,477.208,-79.9166,140.851,312.586,207.806,166.177,936.557,231.256,110.008,621.913,203.893,54.2624,507.406,196.139,-72.2136,527.216
451,0,-58.1126,211.772,880.492,163.12,210.123,892.082,5.72663,75.3427,996.478,89.1639,74.8381,996.733,,,,,,,,,,,,,,,,,,,,,,,,,-102.595,149.155,909.176,-110.24,159.957,626.95,-76.4359,164.334,477.546,-79.7111,140.759,312.586,207.852,165.165,936.445,231.671,108.049,622.232,203.627,52.0467,507.698,196.008,-74.6532,527.973
452,0,-57.4745,210.855,880.397,163.139,208.837,891.618,5.56846,74.7888,996.79,89.0384,74.1038,996.984,,,,,,,,,,,,,,,,,,,,,,,,,-102.854,148.571,909.155,-110.18,159.52,627.08,-76.0745,164.07,477.727,-81.3252,140.516,310.97,207.823,164.295,936.593,231.337,105.988,622.122,204.136,49.6672,507.992,196.213,-76.6087,528.891
453,0,-57.7023,209.817,880.349,163.383,208.009,891.652,5.32827,74.2867,996.918,88.7904,73.4414,997.317,,,,,,,,,,,,,,,,,,,,,,,,,-102.937,147.823,909.182,-110.125,159.025,627.003,-76.1084,163.728,477.498,-79.9122,140.488,311.827,207.507,163.309,936.608,231.921,103.888,622.664,204.294,47.4496,508.184,196.215,-78.7888,529.688
454,0,-57.7681,209.11,880.571,163.337,206.886,891.382,5.18473,73.7134,997.032,88.6568,72.9009,997.545,,,,,,,,,,,,,,,,,,,,,,,,,-102.876,147.136,908.891,-109.987,158.435,626.978,-75.8472,163.432,477.52,-80.2691,140.398,311.255,207.393,162.549,936.452,232.001,102.174,622.855,204.607,45.0488,508.776,196.281,-81.0078,530.715
455,0,-58.1039,208.313,880.327,163.188,205.87,891.251,5.14192,73.0638,997.224,88.4278,72.398,997.725,,,,,,,,,,,,,,,,,,,,,,,,,-103.065,146.439,908.659,-109.819,157.847,626.71,-75.5351,163.106,477.449,-80.8066,140.326,310.537,207.03,161.738,936.498,231.931,100.247,622.683,204.792,43.0451,509.236,196.305,-83.1117,531.363
456,0,-58.6849,207.41,880.12,164.187,205.881,891.939,4.91645,72.5012,997.369,88.128,71.8291,997.81,,,,,,,,,,,,,,,,,,,,,,,,,-103.431,145.665,908.633,-109.863,157.228,626.533,-75.3889,162.825,477.17,-80.5404,140.153,310.321,207.016,160.706,936.326,232.218,98.5417,623.01,204.659,40.9543,509.283,196.331,-85.2655,532.102
457,0,-58.7793,206.707,879.771,163.737,204.792,891.713,4.17904,72.0888,996.962,87.7985,71.0887,998.036,,,,,,,,,,,,,,,,,,,,,,,,,-103.485,145.291,908.55,-109.836,156.73,626.256,-75.0753,162.436,477.278,-80.2784,139.991,310.225,207.187,159.836,936.458,232.303,96.8954,623.267,205.275,38.9549,509.66,196.391,-87.0406,532.97
458,0,-58.8516,205.81,879.495,163.968,203.904,891.979,3.24746,71.8154,996.836,87.5447,70.5098,998.295,,,,,,,,,,,,,,,,,,,,,,,,,-103.313,144.727,908.528,-109.788,156.202,625.919,-75.0143,162.145,477.286,-79.9436,139.901,310.178,206.855,158.796,936.576,232.177,95.0658,623.344,205.245,36.9171,509.975,196.296,-88.9817,533.215
459,0,-59.2478,204.944,879.121,162.774,201.84,890.671,3.13714,71.2461,996.892,87.3332,69.9173,998.309,,,,,,,,,,,,,,,,,,,,,,,,,-103.424,143.993,908.193,-109.707,155.822,625.776,-75.0267,162.021,477.152,-79.986,139.955,309.975,206.857,157.806,936.525,232.551,93.2223,623.831,205.466,34.8719,510.373,196.612,-90.8216,533.991
460,0,-58.937,204.56,878.884,163.83,201.501,891.603,3.38763,70.5083,997.316,86.9994,69.2398,998.419,,,,,,,,,,,,,,,,,,,,,,,,,-103.635,143.446,907.951,-109.769,155.441,625.747,-75.0522,162.126,477.141,-80.0245,140.174,309.987,206.626,156.795,936.412,232.621,91.8733,623.985,205.694,33.1061,510.43,196.461,-92.7419,534.487
461,0,-58.5889,203.819,878.302,163.986,200.513,891.464,2.53842,70.1597,996.673,86.7702,68.5505,998.528,,,,,,,,,,,,,,,,,,,,,,,,,-103.865,142.927,907.923,-109.946,155.317,625.88,-75.2132,162.256,477.193,-80.2323,140.503,309.8,206.445,155.738,936.382,232.504,89.936,623.629,205.774,31.4443,510.531,196.799,-94.4289,534.71
462,0,-58.9114,202.919,878.497,163.633,199.396,890.998,2.1236,69.5931,996.69,86.2206,67.9089,998.62,,,,,,,,,,,,,,,,,,,,,,,,,-103.683,142.381,907.855,-110.061,155.206,625.991,-75.3116,162.506,477.183,-80.67,140.912,309.759,206.445,154.519,936.12,232.838,88.3436,624.025,206.125,29.4162,510.685,197.052,-96.0565,535.113
463,0,-58.7248,202.4,878.375,163.782,198.425,891.036,2.31162,68.8058,997.186,85.9669,67.1843,998.79,,,,,,,,,,,,,,,,,,,,,,,,,-103.864,141.681,907.602,-110.159,155.134,626.123,-75.6523,162.736,477.002,-80.9986,141.235,309.632,206.365,153.554,936.226,233.173,86.785,624.328,206.429,27.887,511.14,196.671,-97.8661,535.448
464,0,-59.1764,201.655,878.127,163.945,197.155,890.883,1.86967,68.4865,997.024,85.7431,66.5811,998.757,,,,,,,,,,,,,,,,,,,,,,,,,-104.274,140.97,907.168,-110.373,154.873,626.096,-75.8389,162.877,477.15,-81.2914,141.422,309.628,206.171,152.518,936.127,232.767,85.1943,624.17,206.255,26.2953,511.204,196.96,-99.4006,535.742
465,0,-59.3503,200.903,877.921,164.336,196.235,891.204,2.23876,67.8659,997.351,85.5737,66.0872,998.823,,,,,,,,,,,,,,,,,,,,,,,,,-104.288,140.654,907.04,-110.52,154.392,626.033,-76.1192,162.972,476.94,-81.3509,141.564,309.893,206.139,151.435,935.899,233.113,83.7969,624.529,206.506,24.5772,511.516,196.9,-100.913,536.102
466,0,-59.7322,200.29,877.579,164.249,195.323,890.881,2.04863,67.2397,997.367,85.1793,65.4472,998.738,,,,,,,,,,,,,,,,,,,,,,,,,-104.413,140.246,906.937,-110.701,153.999,625.999,-76.3852,162.892,476.611,-81.0509,141.559,310.348,205.959,150.687,935.83,233.559,82.3024,624.61,206.797,23.1395,511.415,196.696,-102.454,536.064
467,0,-59.429,199.697,877.199,163.258,193.867,890.007,1.77307,66.7142,997.333,84.681,64.815,998.719,,,,,,,,,,,,,,,,,,,,,,,,,-104.421,139.478,906.734,-110.975,153.594,625.993,-76.3426,162.703,476.718,-80.1082,141.349,311.181,205.934,149.894,935.86,233.219,81.0356,624.528,206.735,21.5381,511.315,197.069,-104.128,536.112
468,0,-59.4125,198.726,876.856,163.44,193.386,889.787,1.2388,66.4263,997.074,84.5047,64.2491,998.667,,,,,,,,,,,,,,,,,,,,,,,,,-104.343,138.836,906.448,-111.311,153.189,625.912,-76.635,162.413,476.52,-80.3223,141.177,311.159,205.742,149,935.452,233.303,79.4916,624.072,206.782,20.121,511.181,197.074,-105.615,536.214
469,0,-59.4512,198.066,876.595,163.367,192.531,889.401,1.17779,65.8878,997.126,84.5123,63.8235,998.476,,,,,,,,,,,,,,,,,,,,,,,,,-104.255,138.236,906.303,-111.542,152.636,625.783,-77.1199,162.024,476.3,-83.3864,140.8,309.225,205.678,148.311,935.234,233.366,78.4138,624.24,207.196,18.5027,511.493,196.866,-107.152,536.004
470,0,-58.5557,197.671,876.058,163.31,191.764,889.154,1.57427,65.2515,997.423,84.418,63.3002,998.419,,,,,,,,,,,,,,,,,,,,,,,,,-104.416,137.694,906.187,-111.896,151.91,625.711,-77.5,161.483,476.359,-84.5387,140.217,309.082,205.935,147.651,935.21,233.651,77.0152,624.155,207.222,17.1219,511.631,196.9,-108.651,536.106
471,0,-59.0304,196.621,876.268,163.525,190.967,888.757,1.49213,64.7634,997.531,84.3936,62.7492,998.587,,,,,,,,,,,,,,,,,,,,,,,,,-104.225,136.849,906.099,-112.226,151.128,625.58,-78.089,160.83,476.623,-84.4799,139.781,309.575,205.825,146.738,934.763,233.415,75.6712,624.009,206.747,15.7095,511.562,196.974,-110.24,536.098
472,0,-59.1843,195.985,876.284,163.388,190.07,888.321,1.19729,64.4194,997.387,84.5073,62.284,998.7,,,,,,,,,,,,,,,,,,,,,,,,,-104.492,136.032,905.872,-112.582,150.194,625.766,-78.2766,160.4,476.967,-83.6991,139.519,310.685,205.838,146.1,934.454,233.091,74.6008,623.973,206.513,14.4027,511.559,196.597,-111.546,535.998
473,0,-59.2617,195.237,876.118,163.276,189.405,888.066,1.07755,64.0981,997.39,84.6114,61.878,998.709,,,,,,,,,,,,,,,,,,,,,,,,,-104.105,135.342,906.411,-112.804,149.34,625.897,-78.7073,159.668,477.149,-83.9491,139.074,310.569,205.796,145.567,934.189,233.046,73.6257,623.764,206.539,13.0428,511.574,196.362,-113.031,536.019
474,0,-59.4002,194.172,875.873,163.23,188.7,887.607,1.22575,63.5773,997.341,84.8143,61.5404,998.72,,,,,,,,,,,,,,,,,,,,,,,,,-103.978,134.406,906.617,-113.098,148.413,626.082,-78.9574,159.126,477.188,-84.9264,138.464,309.716,205.7,145.195,933.957,232.736,72.5247,623.936,206.301,11.659,511.364,196.358,-114.128,536.072
475,0,-59.5543,193.432,875.584,162.98,188.032,887.257,1.34369,62.9908,997.286,84.8337,61.1328,998.772,,,,,,,,,,,,,,,,,,,,,,,,,-104.633,133.577,906.199,-113.288,147.696,626.201,-79.107,158.752,477.178,-85.5047,138.068,309.625,205.466,144.7,933.8,232.613,71.3301,623.791,206.081,10.4909,511.354,195.261,-115.232,535.907
476,0,-59.7277,192.525,875.679,162.813,187.493,886.974,1.71579,62.213,997.629,84.8374,60.6602,998.891,,,,,,,,,,,,,,,,,,,,,,,,,-104.697,132.819,906.308,-113.465,147.067,626.178,-79.2466,158.458,477.223,-85.3994,137.866,309.732,205.475,144.285,933.557,232.557,70.2237,623.65,205.811,9.1848,511.246,195.194,-116.294,536.044
477,0,-59.6437,191.495,875.176,162.933,187.059,886.731,1.71112,61.8368,997.544,84.7766,60.1966,998.992,,,,,,,,,,,,,,,,,,,,,,,,,-104.634,131.93,906.004,-113.405,146.404,626.078,-79.1036,158.19,477.298,-85.5072,137.738,309.596,205.393,143.826,933.353,232.323,69.4432,623.611,205.321,8.10881,511.147,195.495,-117.944,536.156
478,0,-59.2647,191.007,875.043,162.899,186.27,886.404,1.75019,61.3876,997.607,84.8923,59.7267,998.94,,,,,,,,,,,,,,,,,,,,,,,,,-104.445,131.163,905.844,-113.456,145.795,626.148,-79.1959,157.833,477.396,-85.4695,137.618,309.714,205.301,143.337,933.158,231.743,68.1987,623.146,204.831,6.92218,511.091,195.096,-119.087,536.014
479,0,-59.6471,189.899,875.013,162.903,185.569,886.256,2.17142,60.7631,998.071,84.9932,59.3504,998.987,,,,,,,,,,,,,,,,,,,,,,,,,-104.913,130.456,905.742,-113.575,145.459,626.26,-79.3633,157.606,477.362,-85.5511,137.501,309.703,205.169,142.683,932.875,231.683,67.2308,622.784,204.664,5.79156,511.041,194.882,-120.271,536.172
480,0,-59.108,189.187,874.789,163.112,184.967,886.014,1.84901,60.2843,997.685,85.1513,58.9857,998.95,,,,,,,,,,,,,,,,,,,,,,,,,-104.746,129.702,905.547,-113.605,145.101,626.253,-79.6643,157.423,477.302,-85.4461,137.469,309.726,205.091,142.055,932.468,231.429,66.2752,622.636,204.143,4.51885,510.871,194.75,-121.317,536.199
481,0,-59.6904,188.451,874.685,163.286,184.107,885.635,1.48872,59.8883,997.424,85.2691,58.4636,998.959,,,,,,,,,,,,,,,,,,,,,,,,,-104.617,128.923,905.434,-113.722,144.79,626.378,-79.6031,157.342,477.455,-85.4404,137.514,309.747,205.178,141.375,932.193,231.093,65.3594,622.282,204.029,3.35131,510.904,194.342,-122.728,536.102
482,0,-59.7779,187.426,874.672,163.658,183.56,884.959,1.97549,59.2548,997.525,85.2152,57.9017,998.803,,,,,,,,,,,,,,,,,,,,,,,,,-104.826,128.167,905.665,-113.783,144.491,626.533,-79.5734,157.339,477.486,-85.1119,137.584,309.95,205.219,140.585,931.852,230.82,64.1668,621.955,203.861,2.07881,510.55,194.46,-123.704,536.128
483,0,-58.7078,186.571,873.918,163.801,182.827,885.07,3.31048,58.0618,998.088,85.3424,57.3132,998.522,,,,,,,,,,,,,,,,,,,,,,,,,-104.668,127.541,905.779,-113.836,144.179,626.597,-79.5277,157.382,477.586,-84.9664,137.584,309.869,205.376,139.88,931.524,230.61,63.1299,621.588,203.505,0.888949,510.349,194.321,-124.952,536.138
484,0,-58.802,185.762,873.437,163.442,181.95,884.102,3.35626,57.5977,997.766,85.2919,56.9286,998.491,,,,,,,,,,,,,,,,,,,,,,,,,-104.926,126.749,905.475,-113.946,143.815,626.54,-79.6044,157.335,477.457,-84.7447,137.563,309.898,205.375,139.184,930.997,230.631,62.1475,621.508,203.312,-0.409326,510.034,194.373,-126.174,536.182
485,0,-59.4691,185.225,873.895,163.339,181.319,883.696,2.2166,57.6181,997.357,85.4673,56.5074,998.435,,,,,,,,,,,,,,,,,,,,,,,,,-105.148,125.84,905.256,-114.123,143.294,626.172,-79.6136,157.132,477.311,-84.3964,137.476,309.881,205.211,138.59,930.762,230.414,60.711,621.026,203.015,-1.51372,509.787,194.149,-127.506,536.152
486,0,-60.0313,184.66,874.017,163.033,180.419,883.26,2.90581,56.8665,997.441,85.333,55.9879,998.247,,,,,,,,,,,,,,,,,,,,,,,,,-103.075,124.861,906.294,-114.162,142.596,625.884,-79.6701,157.005,477.129,-84.2646,137.472,309.819,205.033,137.862,930.294,230.284,59.6156,620.947,202.651,-2.81462,509.648,194.104,-128.627,536.215
487,0,-59.2191,183.245,872.565,163.062,179.721,882.82,3.18638,56.2231,997.58,85.1982,55.4527,997.975,,,,,,,,,,,,,,,,,,,,,,,,,-105.426,124.67,904.64,-114.136,142.021,625.683,-79.4125,157.006,477.102,-84.0365,137.533,309.786,205.028,137.242,929.988,230.27,58.5388,620.76,202.837,-4.21228,509.6,194.186,-130.001,536.385
488,0,-60.0207,182.594,872.825,162.941,178.793,882.261,2.42695,56.0821,996.997,85.092,54.971,997.976,,,,,,,,,,,,,,,,,,,,,,,,,-103.978,123.628,905.327,-114.238,141.705,625.413,-79.241,157.087,477.031,-84.0056,137.705,309.642,204.972,136.67,929.463,229.763,57.3749,620.392,202.827,-5.51224,509.606,193.846,-131.292,536.28
489,0,-58.6436,181.443,871.059,162.905,178.157,881.969,2.8711,55.3012,997.285,84.9517,54.6158,997.779,,,,,,,,,,,,,,,,,,,,,,,,,-103.545,122.854,905.623,-114.267,141.521,625.285,-78.9493,157.202,477.051,-83.8894,137.92,309.402,204.764,136.032,929.014,229.652,56.1233,619.986,202.698,-7.17238,509.376,194.11,-132.63,536.468
490,0,-59.0181,180.686,870.709,162.588,176.925,881.196,2.70269,54.898,996.914,85.0056,54.2091,997.654,,,,,,,,,,,,,,,,,,,,,,,,,-103.63,122.241,905.461,-114.362,141.343,625.097,-78.7021,157.458,476.97,-83.8765,138.145,309.025,204.566,135.42,928.476,230.69,54.3233,620.465,202.343,-8.35416,509.159,194.072,-134.066,536.36
491,0,-59.2218,180.015,870.301,163.113,176.421,881.022,2.52341,54.5127,996.585,84.8815,53.6514,997.523,,,,,,,,,,,,,,,,,,,,,,,,,-104.029,121.66,905.104,-114.309,141.193,625.054,-78.5712,157.607,476.783,-83.5683,138.321,308.547,204.141,134.759,927.951,230.041,53.3043,619.671,202.204,-9.91449,508.898,194.143,-135.658,536.205
492,0,-58.9851,179.359,869.729,162.796,175.38,880.249,2.13691,54.136,996.093,84.6935,53.0382,997.446,,,,,,,,,,,,,,,,,,,,,,,,,-104.295,121.01,904.677,-114.079,140.968,624.89,-78.4328,157.707,476.552,-83.2693,138.601,308.213,204.03,133.864,927.434,229.7,51.7588,619.365,202.101,-11.518,508.749,193.867,-136.962,535.96
493,0,-58.9795,178.648,869.289,162.312,174.266,879.55,2.09287,53.6274,996.097,84.536,52.501,997.091,,,,,,,,,,,,,,,,,,,,,,,,,-104.284,120.545,904.215,-113.965,140.709,624.687,-78.3663,157.784,476.386,-82.977,138.825,307.983,204.198,133.113,927.264,229.465,50.6749,619.364,202.305,-12.9865,508.797,194.243,-138.534,536.093
494,0,-59.2528,178.042,869.109,160.504,172.472,878.226,1.80313,53.2455,995.665,84.4058,52.0463,996.905,,,,,,,,,,,,,,,,,,,,,,,,,-104.246,120.008,903.717,-113.776,140.46,624.423,-78.3446,157.811,476.134,-82.7245,138.854,307.744,204.244,132.097,926.722,229.35,49.155,619.216,201.917,-14.545,508.45,193.883,-140.221,536.162
495,0,-59.2212,177.545,868.797,161.681,172.065,878.284,1.72588,52.7949,995.551,83.9985,51.4309,996.692,,,,,,,,,,,,,,,,,,,,,,,,,-104.241,119.581,903.544,-113.84,140.263,624.024,-78.3495,157.816,475.865,-82.6043,138.891,307.565,204.199,131.101,926.519,229.064,47.6182,618.948,201.627,-16.0172,508.467,194.021,-141.81,536.336
496,0,-58.8901,176.889,868.238,161.915,171.257,878.053,1.61872,52.3799,995.647,83.7356,50.8711,996.731,,,,,,,,,,,,,,,,,,,,,,,,,-104.442,119.315,903.365,-113.835,140.073,623.819,-78.402,157.771,475.617,-82.6173,138.901,307.505,204.048,129.971,926.187,229.219,46.2551,618.915,201.615,-17.7621,508.38,193.732,-143.39,536.346
497,0,-59.0051,176.317,867.617,162.336,170.059,877.772,1.4242,52.0787,995.625,83.4896,50.3738,996.579,,,,,,,,,,,,,,,,,,,,,,,,,-104.539,118.948,903.315,-113.845,139.802,623.664,-78.3396,157.64,475.554,-82.646,138.916,307.508,203.914,129.103,926.016,228.724,44.5298,618.5,201.611,-19.6937,508.4,192.922,-144.696,536.584
498,0,-59.0154,175.635,867.438,162.259,169.042,877.403,1.11468,51.8614,995.607,83.2623,49.9125,996.515,,,,,,,,,,,,,,,,,,,,,,,,,-104.633,118.572,903.078,-114.009,139.445,623.63,-78.4122,157.571,475.707,-82.8206,138.905,307.438,203.846,128.203,925.826,228.565,43.0704,618.439,201.337,-21.2675,508.681,193.401,-146.837,536.547
499,0,-59.0009,175.039,867.206,162.141,168.337,877.353,0.941033,51.5677,995.686,82.995,49.4375,996.531,,,,,,,,,,,,,,,,,,,,,,,,,-104.623,118.23,902.946,-114.143,139.192,623.683,-78.6734,157.414,475.776,-83.1252,138.86,307.545,203.581,127.216,925.691,228.556,41.5615,618.484,200.994,-22.8535,508.685,193.151,-148.379,536.901
500,0,-58.5868,174.468,866.749,161.952,167.227,877.066,0.545258,51.307,995.635,82.6554,48.9403,996.794,,,,,,,,,,,,,,,,,,,,,,,,,-104.805,117.942,902.822,-114.392,138.941,624.026,-79.1134,157.198,475.614,-83.4126,138.797,307.873,203.763,126.24,925.654,228.334,39.7752,618.759,200.733,-24.7898,508.745,192.975,-150.108,537.293
501,0,-58.7436,173.916,866.587,162.37,166.667,877.021,0.415073,50.976,995.786,82.5059,48.5414,996.921,,,,,,,,,,,,,,,,,,,,,,,,,-104.681,117.44,902.844,-114.583,138.497,624.089,-79.554,156.783,475.766,-83.4722,138.552,308.574,203.708,125.448,925.724,228.164,38.3883,618.849,200.967,-26.5322,509.195,192.276,-151.973,537.675
502,0,-58.9547,173.243,866.708,162.343,165.716,876.701,0.208336,50.7039,995.94,82.501,48.2719,997.116,,,,,,,,,,,,,,,,,,,,,,,,,-104.775,116.781,902.88,-114.823,138.112,624.262,-79.8034,156.414,475.971,-83.345,138.147,309.407,203.671,124.683,925.676,227.971,36.9363,618.959,200.582,-28.4138,509.425,192.468,-153.807,538.001
503,0,-58.7162,172.628,866.623,162.482,164.8,876.431,0.185827,50.4721,995.922,82.36,48.0562,997.181,,,,,,,,,,,,,,,,,,,,,,,,,-104.959,116.266,902.8,-115.091,137.395,624.399,-80.2036,155.913,476.247,-84.3837,137.732,308.941,203.703,124.009,925.425,227.524,35.2664,618.794,200.083,-30.0625,509.633,192.057,-155.652,538.453
504,0,-58.7726,171.908,865.995,162.55,164.033,876.034,0.151876,50.2587,995.826,82.4034,47.8253,997.339,,,,,,,,,,,,,,,,,,,,,,,,,-105.084,115.935,902.788,-115.248,136.61,624.505,-80.5072,155.308,476.378,-85.8533,137.21,308.225,203.669,123.492,925.071,227.998,33.784,619.019,200.033,-32.0871,509.825,191.91,-157.509,538.961
505,0,-59.3277,171.105,865.687,162.347,163.425,875.732,0.218939,49.9505,996.047,82.2992,47.5585,997.214,,,,,,,,,,,,,,,,,,,,,,,,,-105.424,115.418,902.542,-115.521,135.638,624.579,-80.7903,154.445,476.462,-86.5418,136.639,308.231,203.487,122.987,924.879,227.893,31.9174,619.135,200.086,-34.058,510.212,191.539,-159.457,539.417
506,0,-59.5842,170.498,865.439,162.481,162.97,875.488,0.178839,49.6395,996.259,82.2407,47.2427,997.294,,,,,,,,,,,,,,,,,,,,,,,,,-105.415,114.628,902.469,-115.881,134.81,624.748,-81.4325,153.775,476.471,-85.6196,135.917,310.111,203.168,122.552,924.6,227.361,30.4968,619.058,199.663,-35.8486,510.498,190.834,-161.13,539.962
507,0,-59.2021,169.854,865.283,162.44,162.583,875.256,0.0761692,49.2953,996.467,82.2767,46.9534,997.314,,,,,,,,,,,,,,,,,,,,,,,,,-105.306,113.979,902.582,-116.15,133.982,625.282,-81.6113,152.95,476.897,-86.7038,135.341,309.305,203.058,122.134,924.393,227.48,29.1495,619.356,199.469,-37.6997,510.628,190.928,-163.276,540.562
508,0,-59.1333,169.022,865.136,162.08,161.898,874.71,0.0717272,49.0336,996.442,82.209,46.726,997.418,,,,,,,,,,,,,,,,,,,,,,,,,-105.497,113.465,902.447,-116.647,133.239,625.381,-82.3076,152.231,476.722,-87.6419,135.025,308.945,202.928,121.766,924.058,227.117,27.4271,619.199,199.629,-39.7905,510.904,190.711,-164.99,541.063
509,0,-59.5512,168.34,865.082,162.004,161.357,874.265,0.155716,48.7265,996.476,82.2738,46.4909,997.46,,,,,,,,,,,,,,,,,,,,,,,,,-105.183,112.706,902.83,-116.938,132.632,625.417,-82.7438,151.985,476.665,-88.402,134.715,308.567,202.667,121.488,923.849,227.152,26.1532,619.263,199.348,-41.562,511.059,190.235,-166.72,541.404
510,0,-59.6231,167.991,865.024,162.198,161.079,874.007,0.243521,48.5173,996.12,82.26,46.2917,997.426,,,,,,,,,,,,,,,,,,,,,,,,,-105.28,112.229,902.925,-117.087,132.123,625.516,-82.8636,151.763,476.793,-88.7885,134.452,308.699,202.721,121.177,923.599,227.078,24.729,619.342,199.088,-43.2801,511.375,190.059,-168.717,542.199
511,0,-59.4025,167.312,864.704,162.366,160.509,873.598,0.36817,48.2241,996.337,82.3107,46.1208,997.401,,,,,,,,,,,,,,,,,,,,,,,,,-105.323,111.782,903.015,-117.315,131.66,625.633,-83.0976,151.597,477.012,-89.0852,134.348,308.786,202.664,120.785,923.235,226.599,23.3351,619.155,198.668,-45.188,511.459,189.737,-170.324,542.812
512,0,-59.7134,166.489,864.256,161.977,159.719,873.106,0.244455,48.0771,996.123,82.4017,45.9668,997.38,,,,,,,,,,,,,,,,,,,,,,,,,-105.313,111.259,902.918,-117.425,131.411,625.817,-83.3218,151.532,477.033,-89.1933,134.327,308.937,202.617,120.316,922.802,226.306,22.0358,619.084,198.786,-46.8177,511.746,189.607,-171.972,543.108
513,0,-59.9877,166.019,863.948,161.854,159.118,872.732,0.420074,47.8356,996.353,82.5232,45.7911,997.456,,,,,,,,,,,,,,,,,,,,,,,,,-105.275,110.835,902.817,-117.565,131.229,625.908,-83.4182,151.44,477.173,-89.279,134.2,309.058,202.798,119.78,922.319,226.893,20.5468,619.292,198.608,-48.5959,511.762,189.539,-173.48,543.618
514,0,-60.0366,165.662,863.667,161.701,158.388,872.313,0.380867,47.5736,996.608,82.5033,45.6311,997.532,,,,,,,,,,,,,,,,,,,,,,,,,-105.313,110.375,902.617,-117.655,130.979,625.899,-83.6679,151.25,477.052,-89.2877,134.031,309.103,202.724,119.318,921.934,226.597,19.1456,619.237,198.348,-49.877,511.938,189.261,-174.986,544.085
515,0,-59.8851,165.297,863.447,161.899,157.944,872.241,0.331901,47.3348,996.582,82.3719,45.4687,997.403,,,,,,,,,,,,,,,,,,,,,,,,,-105.329,110.071,902.484,-117.764,130.587,625.813,-83.6778,150.962,477.047,-89.2684,133.978,309.175,202.697,118.895,921.655,226.265,17.9868,619.03,198.178,-51.5455,511.95,189.069,-176.442,544.665
